path,size_kb,category,reason
billing\report_parking_time_with_hints.py,13.7,REVIEW:data_pipeline_history,"часть пайплайна оцифровки/переноса данных (бумага → Word → Excel → БД) — исторически ценно, но не часть работающего приложения"
Bots\sandbox_bot.py,15.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot.bat,1.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot_v2.bat,1.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\Start_OSBB_Guard_Sandbox_Bot_v2.bat,1.2,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: Start_OSBB_Guard_Sandbox_Bot.bat"
Bots\Start_Sandbox_Bot.bat,1.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Data\24А ПОЛНЫЙ СПИСОК Сервис Житлобуд1 - Copy.xlsx,24.1,REVIEW:config_referenced,"путь явно упомянут в config.py (paths.*) — похоже на мусор по имени, но это активный файл проекта; исходное правило: HIGH:manual_copy (похоже на ручную копию (' - Copy' / '_copy'))"
Data\check_passport_columns.py,1.6,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Docs\Project_Log.md,2.6,REVIEW:duplicate_doc_name,"файл с именем 'Project_Log.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Docs\ROADMAP.md,4.3,REVIEW:duplicate_doc_name,"файл с именем 'ROADMAP.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
KNOWLEDGE\Development_Conventions.md,1.2,REVIEW:duplicate_doc_name,"файл с именем 'Development_Conventions.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\cashier_unpaid_preview_v2.py,9.7,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: cashier_unpaid_preview.py"
tools\cashier_unpaid_preview_v3.py,22.8,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: cashier_unpaid_preview.py"
tools\check_service_policy_v1.py,11.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
tools\db_inspector_v3.py,12.5,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: db_inspector.py"
tools\dump_service_codes_live_sandbox.py,3.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\harvest_lost_features_from_sandboxes.py,17.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\project_passport_v2.py,19.6,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: project_passport.py"
tools\promote_sandbox_to_training_db.py,6.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\sandbox_switch_admin_apartment.py,11.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
tools\user_onboarding\ADMIN_UI_V2.md,0.3,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: ADMIN_UI.md"
tools\user_onboarding\patch_parking_bot_admin_ui_v2.py,4.4,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: patch_parking_bot_admin_ui.py"
Recovered_Releases\2026-06-26__OSBB_Live_Service_UI_v1\run_bot_live_service_sandbox_v4.py,8.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_cashier_route_fix\run_bot_live_services_sandbox_v1.py,24.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER.py,5.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\patch_parking_bot_service_orders_v1.py,3.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\README_LIVE_SERVICES_SANDBOX.txt,2.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\run_bot_live_services_sandbox_v1.py,19.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Start_OSBB_Live_Services_Sandbox_Bot_v1.bat,1.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\STOP_old_guard_sandbox_bots.bat,0.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\CHECK_phone_barrier_access_sandbox_schema.py,3.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\MIGRATE_phone_barrier_access_sandbox.py,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_CHECK_phone_barrier_access_sandbox_schema.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_schema_migration\RUN_MIGRATE_phone_barrier_access_sandbox.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\CHECK_phone_barrier_access_operational_sandbox.py,2.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\INSTALL_phone_barrier_access_v2.py,4.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\MIGRATE_phone_barrier_access_operational_sandbox.py,4.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\README_PHONE_BARRIER_ACCESS_V2.txt,7.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_INSTALL_phone_barrier_access_v2.bat,0.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_terminology_v2 (1)\CHECK_profile_verification_terminology_v2.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\CHECK_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\INSTALL_profile_verification_v1.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\MIGRATE_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\README_PROFILE_VERIFICATION_V1.txt,3.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_CHECK_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_INSTALL_profile_verification_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_MIGRATE_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\MIGRATE_simplified_services_sandbox.py,2.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RETIRE_legacy_new_remote_test_orders_sandbox.py,4.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_MIGRATE_simplified_services_sandbox.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,0.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\INSTALL_profile_parking_time_test_v1.py,3.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\MIGRATE_profile_parking_time_test_sandbox.py,3.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\README_PROFILE_PARKING_TIME_TEST_V1.txt,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_CHECK_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_INSTALL_profile_parking_time_test_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_MIGRATE_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\profile_parking_time_test_core.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\profile_verification_core.py,47.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_button_early_route_fix_v2\profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_core.py,71.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_service.py,6.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_orders_core.py,41.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_preorders_core.py,43.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Bots\handlers\service_orders_workspace.py,60.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_cashier_route_repair_after_phone_v2\cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Docs\Architecture\Finance_Core.md,2.7,REVIEW:duplicate_doc_name,"файл с именем 'Finance_Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Docs\Architecture\ADR\ADR-2026-07-19-Finance-Core.md,1.9,REVIEW:duplicate_doc_name,"файл с именем 'ADR-2026-07-19-Finance-Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
Data\exports\debt_policy\service_codes_live_sandbox.txt,22.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Bots\handlers\cashier_operator_v2.py,44.6,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: cashier_operator.py"
Bots\handlers\client_portal_v2.py,28.5,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v2), и рядом существует файл без суффикса: client_portal.py"
Bots\handlers\client_portal_v3.py,2.8,REVIEW:versioned_duplicate,"есть версия с суффиксом (_v3), и рядом существует файл без суффикса: client_portal.py"
Bots\handlers\vehicle_card_editor_prev.py,18.9,REVIEW:variant_suffix,похоже на вариант/дубль базового модуля: vehicle_card_editor
.doc_installer_backups\20260719-210858-990797\Docs\Project_Log.md,1.3,REVIEW:duplicate_doc_name,"файл с именем 'Project_Log.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210858-984267\Docs\ROADMAP.md,3.1,REVIEW:duplicate_doc_name,"файл с именем 'ROADMAP.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210858-976962\Docs\Architecture\ADR\ADR-2026-07-19-Finance-Core.md,5.2,REVIEW:duplicate_doc_name,"файл с именем 'ADR-2026-07-19-Finance-Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
.doc_installer_backups\20260719-210856-761970\Docs\Architecture\Finance_Core.md,2.2,REVIEW:duplicate_doc_name,"файл с именем 'Finance_Core.md' встречается в нескольких папках проекта — возможен конфликт содержимого, а не просто дубль (проверьте вручную)"
