path,size_kb,category,reason
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\INSTALL_profile_verification_v1.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\MIGRATE_profile_verification_sandbox.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\README_PROFILE_VERIFICATION_V1.txt,3.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_CHECK_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_INSTALL_profile_verification_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\RUN_MIGRATE_profile_verification_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\MIGRATE_simplified_services_sandbox.py,2.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RETIRE_legacy_new_remote_test_orders_sandbox.py,4.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_MIGRATE_simplified_services_sandbox.bat,0.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_simplified_services_preorders_bundle\RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,0.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\CHECK_profile_parking_time_test_sandbox.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\INSTALL_profile_parking_time_test_v1.py,3.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\MIGRATE_profile_parking_time_test_sandbox.py,3.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\README_PROFILE_PARKING_TIME_TEST_V1.txt,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_CHECK_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_INSTALL_profile_parking_time_test_v1.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\RUN_MIGRATE_profile_parking_time_test_sandbox.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\profile_parking_time_test_core.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\run_bot_live_services_sandbox_v1.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-28__OSBB_profile_parking_time_test_v1_sandbox\parking_time_test_payload\Bots\handlers\profile_parking_time_test_workspace.py,12.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\profile_verification_core.py,47.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\run_bot_live_services_sandbox_v1.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\profile_verification_workspace.py,27.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_verification_v1_sandbox_final\profile_verification_payload\Bots\handlers\service_orders_workspace.py,78.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_profile_button_early_route_fix_v2\profile_button_early_route_payload\run_bot_live_services_sandbox_v1.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_core.py,71.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\phone_barrier_access_service.py,6.4,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_orders_core.py,41.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\service_preorders_core.py,43.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_phone_barrier_access_v2_working_sandbox\phone_barrier_access_v2_payload\Bots\handlers\service_orders_workspace.py,73.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_live_services_sandbox_bundle\Bots\handlers\service_orders_workspace.py,60.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered_Releases\2026-06-27__OSBB_cashier_route_repair_after_phone_v2\cashier_route_repair_payload\run_bot_live_services_sandbox_v1.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\FILE_HISTORY.tsv,40.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\INDEX.json,134.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\PROJECT_ARCHAEOLOGY_REPORT.md,54.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\PROJECT_ARCHAEOLOGY_REPORT.md,54.7,HIGH:recovered_report,разовый восстановительный/следственный отчёт
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_operational_sandbox\CHECK_phone_barrier_access_operational_sandbox__c22827184b78.py,2.9,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_operational_sandbox\CHECK_phone_barrier_access_operational_sandbox__c22827184b78.py,2.9,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_operational_sandbox\CHECK_phone_barrier_access_operational_sandbox__c22827184b78.py,2.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_sandbox_schema\CHECK_phone_barrier_access_sandbox_schema__8e4c82b70733.py,3.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_sandbox_schema\CHECK_phone_barrier_access_sandbox_schema__8e4c82b70733.py,3.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_phone_barrier_access_sandbox_schema\CHECK_phone_barrier_access_sandbox_schema__8e4c82b70733.py,3.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_parking_time_test_sandbox\CHECK_profile_parking_time_test_sandbox__55c1f1aa3c66.py,2.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_parking_time_test_sandbox\CHECK_profile_parking_time_test_sandbox__55c1f1aa3c66.py,2.7,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_parking_time_test_sandbox\CHECK_profile_parking_time_test_sandbox__55c1f1aa3c66.py,2.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_verification_sandbox\CHECK_profile_verification_sandbox__73286e2ac2f8.py,2.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_verification_sandbox\CHECK_profile_verification_sandbox__73286e2ac2f8.py,2.5,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_verification_sandbox\CHECK_profile_verification_sandbox__73286e2ac2f8.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_verification_terminology\CHECK_profile_verification_terminology_v2__6229e2c0f296.py,2.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CHECK_profile_verification_terminology\CHECK_profile_verification_terminology_v2__6229e2c0f296.py,2.2,REVIEW:check_script,разовый диагностический скрипт CHECK_*
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\client_portal\client_portal_v3__eebdc5458dfe.py,2.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER__08ad806bb35a.bat,0.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER\CREATE_TEST_PAYMENT_FOR_OPEN_SERVICE_ORDER__1d430f6a292e.py,5.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_cashier_route_after_phone\INSTALL_cashier_route_after_phone_v2__f85eb4c5eadc.py,2.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_PHONE_ACCESS_UI_FIX\INSTALL_PHONE_ACCESS_UI_FIX_v2__b43c774e9187.py,4.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_PHONE_ACCESS_UI_FIX\INSTALL_PHONE_ACCESS_UI_FIX_v2__baeff943726f.bat,0.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_PHONE_ACCESS_UI_FIX\INSTALL_PHONE_ACCESS_UI_FIX_v3__2107d097d9bf.py,3.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_PHONE_ACCESS_UI_FIX\INSTALL_PHONE_ACCESS_UI_FIX_v3__dfe63e8ed1b4.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_PHONE_ACCESS_UI_FIX\INSTALL_PHONE_ACCESS_UI_FIX__3b67acce637d.bat,1.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_phone_barrier_access\INSTALL_phone_barrier_access_v2__cc07112da7fb.py,4.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_profile_parking_time_test\INSTALL_profile_parking_time_test_v1__352b2a9ffb0c.py,3.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_profile_verification\INSTALL_profile_verification_v1__dfa078d4be84.py,2.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\INSTALL_profile_verification_terminology\INSTALL_profile_verification_terminology_v2__8d84fd006bfe.py,3.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\install_service_orders_ui\install_service_orders_ui__84a6bab32e35.py,12.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_phone_barrier_access_operational_sandbox\MIGRATE_phone_barrier_access_operational_sandbox__488cb403453d.py,4.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_phone_barrier_access_operational_sandbox\MIGRATE_phone_barrier_access_operational_sandbox__488cb403453d.py,4.7,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_phone_barrier_access_sandbox\MIGRATE_phone_barrier_access_sandbox__81c26d447942.py,4.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_phone_barrier_access_sandbox\MIGRATE_phone_barrier_access_sandbox__81c26d447942.py,4.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_profile_parking_time_test_sandbox\MIGRATE_profile_parking_time_test_sandbox__57324665edea.py,3.0,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_profile_parking_time_test_sandbox\MIGRATE_profile_parking_time_test_sandbox__57324665edea.py,3.0,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_profile_verification_sandbox\MIGRATE_profile_verification_sandbox__5a90e4cb254d.py,2.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_profile_verification_sandbox\MIGRATE_profile_verification_sandbox__5a90e4cb254d.py,2.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\migrate_service_orders_and_fulfillment\migrate_service_orders_and_fulfillment__33ef6dda81b9.py,29.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_simplified_services_sandbox\MIGRATE_simplified_services_sandbox__cb84fbcee38c.py,2.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\MIGRATE_simplified_services_sandbox\MIGRATE_simplified_services_sandbox__cb84fbcee38c.py,2.2,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\patch_parking_bot_service_orders\patch_parking_bot_service_orders_v1__07e623d30310.py,3.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\patch_parking_bot_service_orders_ui\patch_parking_bot_service_orders_ui_v1__b14c6b81aa98.py,11.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\phone_barrier_access_core\phone_barrier_access_core__15aedf505808.py,31.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\phone_barrier_access_core\phone_barrier_access_core__d224426a533a.py,71.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\phone_barrier_access_service\phone_barrier_access_service__de46014418bf.py,6.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_parking_time_test_core\profile_parking_time_test_core__45ab47b5a24a.py,24.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_parking_time_test_workspace\profile_parking_time_test_workspace__6b291a186d03.py,12.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_core\profile_verification_core__68b9c00f27e8.py,47.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_core\profile_verification_core__d06fa33f0c95.py,48.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_workspace\profile_verification_workspace__131afe386eac.py,29.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_workspace\profile_verification_workspace__1d8880a95510.py,29.2,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_workspace\profile_verification_workspace__82a3853cce89.py,27.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\profile_verification_workspace\profile_verification_workspace__da5c31503fef.py,29.4,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_CASHIER_ROUTE_FIX\README_CASHIER_ROUTE_FIX__93c2658e1982.txt,1.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_CASHIER_ROUTE_REPAIR_AFTER_PHONE\README_CASHIER_ROUTE_REPAIR_AFTER_PHONE_V2__2e84dd934a9a.txt,1.7,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_LIVE_SERVICES_SANDBOX\README_LIVE_SERVICES_SANDBOX__a29d610189b8.txt,2.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_LIVE_SERVICES_SANDBOX\README_LIVE_SERVICES_SANDBOX__a29d610189b8.txt,2.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PHONE_ACCESS_FIX\README_PHONE_ACCESS_FIX_v2__d2903f91fd66.txt,1.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PHONE_ACCESS_FIX\README_PHONE_ACCESS_FIX_v3__56063fdf0ea3.txt,1.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PHONE_ACCESS_FIX\README_PHONE_ACCESS_FIX__ccb29bc2e542.txt,3.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PHONE_BARRIER_ACCESS\README_PHONE_BARRIER_ACCESS_V2__4e43764d4444.txt,7.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PHONE_BARRIER_ACCESS_SCHEMA_MIGRATION\README_PHONE_BARRIER_ACCESS_SCHEMA_MIGRATION__2a65e739ac00.txt,3.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PROFILE_PARKING_TIME_TEST\README_PROFILE_PARKING_TIME_TEST_V1__4bb8a3b9f380.txt,4.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PROFILE_VERIFICATION\README_PROFILE_VERIFICATION_V1__a47a609d98c1.txt,3.9,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\README_PROFILE_VERIFICATION_TERMINOLOGY\README_PROFILE_VERIFICATION_TERMINOLOGY_V2__6330d6ee7b3c.txt,5.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RETIRE_legacy_new_remote_test_orders_sandbox\RETIRE_legacy_new_remote_test_orders_sandbox__3a3bab1d10c1.py,4.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RETIRE_legacy_new_remote_test_orders_sandbox\RETIRE_legacy_new_remote_test_orders_sandbox__3a3bab1d10c1.py,4.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__1fb99c606cdb.py,19.8,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__1fb99c606cdb.py,19.8,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__2c2db2c9c866.py,24.5,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__2c2db2c9c866.py,24.5,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__51e635b6958c.py,33.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__51e635b6958c.py,33.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__c79dc72c59c7.py,30.9,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__c79dc72c59c7.py,30.9,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__def3aac9ee8e.py,24.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__def3aac9ee8e.py,24.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__f7e5d56ecb68.py,29.6,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_services_sandbox\run_bot_live_services_sandbox_v1__f7e5d56ecb68.py,29.6,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_service_sandbox\run_bot_live_service_sandbox_v4__49721c32f14f.py,8.1,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\run_bot_live_service_sandbox\run_bot_live_service_sandbox_v4__49721c32f14f.py,8.1,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_cashier_route_after_phone\RUN_CHECK_cashier_route_after_phone_v2__f969577e0fd5.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_phone_barrier_access_operational_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox__9b44a74f9213.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_phone_barrier_access_operational_sandbox\RUN_CHECK_phone_barrier_access_operational_sandbox__9b44a74f9213.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_phone_barrier_access_sandbox_schema\RUN_CHECK_phone_barrier_access_sandbox_schema__a97fd4bbfe96.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_phone_barrier_access_sandbox_schema\RUN_CHECK_phone_barrier_access_sandbox_schema__a97fd4bbfe96.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_profile_parking_time_test_sandbox\RUN_CHECK_profile_parking_time_test_sandbox__c31ddb4ad541.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_profile_parking_time_test_sandbox\RUN_CHECK_profile_parking_time_test_sandbox__c31ddb4ad541.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_profile_verification_sandbox\RUN_CHECK_profile_verification_sandbox__2cb134b9103d.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_profile_verification_sandbox\RUN_CHECK_profile_verification_sandbox__2cb134b9103d.bat,0.3,REVIEW:sandbox_name,в пути встречается 'sandbox'
Recovered\project_archaeology_2026-07-02_22-59-35\files_by_module\RUN_CHECK_profile_verification_terminology\RUN_CHECK_profile_verification_terminology_v2__b418d7f618cf.bat,0.3,HIGH:timestamped_name,штамп времени в пути: 2026-07-02_22-59-35
